Fiscal Year,Agency Name,Title Description,Base Salary,Pay Basis,Regular Hours,Regular Gross Paid,Total Other Pay
2016,DISTRICT ATTORNEY-MANHATTAN   ,SENIOR ACCOUNTANT INVESTIGATOR                              ,$53086.00, per Annum,688.5,$21877.72,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$71500.00, per Annum,1812,$71805.45,$0.00
2016,POLICE DEPARTMENT,ASSISTANT DEPUTY COMMISSIONER,$133250.00,per Annum,1830,$131836.81,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$40000.00, per Annum,1453,$29682.97,$8.25
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$44085.00, per Annum,1830,$42537.82,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$46817.00, per Annum,367.75,$6303.60,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$1000.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$53857.00, per Annum,1830,$53274.28,$795.70
2016,DISTRICT ATTORNEY-MANHATTAN   ,CHIEF OFFICE ASSISTANT                                      ,$45572.00, per Annum,1830,$45078.31,$795.70
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$54840.00, per Annum,1830,$50517.44,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$46195.00, per Annum,1497.7,$39708.26,$11.41
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$170000.00, per Annum,1831,$171169.73,$1000.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$3500.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$65000.00, per Annum,1831,$66774.92,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSISTANT                                         ,$31231.00, per Annum,216,$4665.79,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$185000.00, per Annum,1830,$190012.55,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$163750.00, per Annum,1830,$161678.29,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$39841.00, per Annum,1687.92,$36631.55,$1017.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$59963.00, per Annum,1556,$47829.60,$57.75
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$98547.00, per Annum,1830,$97488.75,$2746.81
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$145000.00, per Annum,1830,$144160.12,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$37541.00, per Annum,130,$718.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$3500.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$144000.00, per Annum,1831,$142863.07,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$171000.00, per Annum,1831,$169626.69,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT MEDIA SERVICES TECHNICAN                          ,$33666.00, per Annum,1375.67,$23115.66,$58.75
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$1000.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$79000.00, per Annum,1830,$78392.11,$250.00
2016,POLICE DEPARTMENT,POLICE OFFICER,$78026.00,per Annum,0,$2817.17,$534.23
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$74500.00, per Annum,1831,$73872.19,$419.65
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$161250.00, per Annum,1831,$160260.82,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$3500.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMPUTER SYSTEMS MANAGER                                    ,$141000.00, per Annum,1831,$139970.98,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$37541.00, per Annum,200,$2153.99,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$37541.00, per Annum,1290.23,$28013.39,$8.25
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$1000.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSISTANT                                         ,$39755.00, per Annum,1830,$39327.96,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSISTANT                                         ,$37118.00, per Annum,1830,$36719.41,$33.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$44509.00, per Annum,1547.78,$39223.97,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$142000.00, per Annum,1831,$140781.51,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$134000.00, per Annum,1627,$116597.74,$2000.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$54082.00, per Annum,1830,$53496.83,$806.58
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$1000.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$134000.00, per Annum,1831,$133008.35,$500.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$80400.00, per Annum,1830,$75575.19,$839.26
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$53300.00, per Annum,1741.25,$49737.48,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$71500.00, per Annum,1830,$70885.45,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$180000.00, per Annum,1830,$187039.40,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$1000.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$37541.00, per Annum,1313,$64791.18,$24.75
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$78000.00, per Annum,305,$8950.83,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$41296.00, per Annum,304.55,$4728.74,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$3500.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$40600.00, per Annum,104,$4197.86,$0.00
2016,POLICE DEPARTMENT,LIEUTENANT,$118902.00,per Annum,2091.42,$116553.46,$14757.13
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$74500.00, per Annum,1831,$75792.19,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$43299.00, per Annum,1564.17,$34729.79,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$52318.00, per Annum,1830,$49566.66,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,CLERICAL ASSOCIATE                          ,$45.21, per Hour,1570.5,$67363.97,$2841.85
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$37541.00, per Annum,1830,$37137.71,$824.25
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$500.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$118000.00, per Annum,1831,$117093.83,$250.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$43675.00, per Annum,371.65,$10667.86,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$190000.00, per Annum,1830,$196985.93,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$37541.00, per Annum,130,$2468.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$76884.00, per Annum,1830,$75352.37,$795.70
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$96500.00, per Annum,1831,$95736.65,$500.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSISTANT                                         ,$18.47, per Hour,1245,$21369.40,$103.39
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$105500.00, per Annum,1830,$104564.34,$500.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$37541.00, per Annum,1711.5,$33054.14,$1001.43
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$40706.00, per Annum,1830,$40264.64,$1903.07
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$131500.00, per Annum,1130,$82850.45,$2000.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$128000.00, per Annum,1831,$127460.34,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$38459.00, per Annum,1830,$38041.60,$826.51
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$68500.00, per Annum,1831,$69489.71,$500.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$63047.00, per Annum,1173,$37139.07,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$106500.00, per Annum,1831,$105563.18,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$46750.00, per Annum,1830,$45718.58,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$41296.00, per Annum,1460,$30802.78,$52.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$62500.00, per Annum,1488,$47895.09,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$3500.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,CITY LABORER                                                ,$261.92, per Day,1968.42,$64072.18,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,MEDIA SERVICES TECHNICIAN                                   ,$43581.00, per Annum,1830,$40841.42,$928.30
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$68500.00, per Annum,1830,$68892.81,$1000.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,SENIOR ACCOUNTANT INVESTIGATOR                              ,$68.63, per Hour,855.5,$58670.43,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$3500.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$170000.00, per Annum,1831,$168772.07,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,CLERICAL ASSOCIATE                          ,$54292.00, per Annum,1830,$51169.46,$7142.76
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$89000.00, per Annum,1830,$88245.49,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$74500.00, per Annum,1831,$74312.19,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$98500.00, per Annum,1830,$97814.84,$2000.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$1750.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$89000.00, per Annum,1830,$88245.49,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$113500.00, per Annum,1831,$113525.82,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$98500.00, per Annum,1831,$97697.97,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$1000.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$63000.00, per Annum,1488,$48729.67,$906.25
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$1000.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$95500.00, per Annum,1831,$94714.09,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$50458.00, per Annum,1816,$46067.42,$99.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,PRINCIPAL ACCOUNTANT INVESTIGATOR                           ,$83000.00, per Annum,1831,$82372.70,$2000.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$141500.00, per Annum,1831,$140284.31,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$3500.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$185000.00, per Annum,1830,$190012.55,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$53366.00, per Annum,1830,$47163.31,$863.09
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$95622.00, per Annum,1830,$94595.21,$31.40
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$115500.00, per Annum,1830,$114604.03,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$74500.00, per Annum,1831,$73872.19,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,CLERICAL ASSOCIATE                          ,$74291.00, per Annum,1830,$69392.38,$4424.50
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$57087.00, per Annum,1830,$56474.16,$795.70
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$111500.00, per Annum,1831,$110536.55,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$82500.00, per Annum,1831,$81645.36,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$46750.00, per Annum,1830,$43018.69,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$37541.00, per Annum,1669.5,$64679.46,$1937.56
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$3500.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$175500.00, per Annum,1315,$211023.73,$500.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$37541.00, per Annum,724.6,$12915.70,$605.78
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$52019.00, per Annum,581.63,$18674.77,$29.68
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$38522.00, per Annum,1830,$38104.07,$795.70
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$114500.00, per Annum,1830,$113516.25,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$39841.00, per Annum,1830,$38219.86,$1050.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$42578.00, per Annum,1830,$42116.55,$795.70
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$49516.00, per Annum,1830,$47083.82,$791.34
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$65000.00, per Annum,1831,$66814.92,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$37541.00, per Annum,654.83,$11487.92,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$38975.00, per Annum,136.43,$4720.92,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$50458.00, per Annum,1809,$46453.42,$774.75
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$62500.00, per Annum,1488,$48415.09,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$52306.00, per Annum,1830,$51744.37,$33.50
2016,DISTRICT ATTORNEY-MANHATTAN   ,SENIOR SECRETARY                                            ,$49109.00, per Annum,1830,$48577.46,$795.70
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$74500.00, per Annum,1831,$74612.19,$0.00
2016,POLICE DEPARTMENT,POLICE CADET,$15.18,per Hour,1204.58,$16338.27,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,SPECIAL OFFICER                                             ,$35758.00, per Annum,2091.42,$32578.22,$1000.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$55522.00, per Annum,1830,$54921.35,$795.70
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$43337.00, per Annum,1830,$42867.21,$812.20
2016,DISTRICT ATTORNEY-MANHATTAN   ,SPECIAL OFFICER                                             ,$31664.00, per Annum,1348.38,$18770.67,$159.23
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$37541.00, per Annum,1076.8,$22947.01,$33.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$72356.00, per Annum,1830,$67617.59,$803.09
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$133000.00, per Annum,1831,$131829.62,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,OFFICE ASSISTANT                                            ,$73507.00, per Annum,1830,$72713.36,$1153.23
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$175000.00, per Annum,1830,$180066.01,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$65500.00, per Annum,1830,$66935.72,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$98500.00, per Annum,1056,$63393.58,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,CITY CUSTODIAL ASSISTANT                                    ,$38453.00, per Annum,2091.42,$38035.85,$4513.64
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$78000.00, per Annum,1831,$77773.51,$500.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$37541.00, per Annum,1600,$30828.74,$958.05
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$3500.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$68500.00, per Annum,1831,$68810.21,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$3400.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$43299.00, per Annum,1565,$34749.51,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$77000.00, per Annum,1529,$68208.17,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COUNTY DETECTIVE                                            ,$56923.00, per Annum,1830,$57538.63,$10370.49
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$37541.00, per Annum,1830,$37137.71,$24.75
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$170000.00, per Annum,1830,$177092.62,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$43299.00, per Annum,1830,$42618.65,$308.70
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$41414.00, per Annum,27.62,$2532.76,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$1750.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$175750.00, per Annum,1830,$180812.04,$1000.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$46020.00, per Annum,1830,$45521.53,$795.70
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$44954.00, per Annum,1735,$44197.68,$17.41
2016,DISTRICT ATTORNEY-MANHATTAN   ,COUNTY DETECTIVE                                            ,$50760.00, per Annum,1830,$51319.90,$8733.78
2016,DISTRICT ATTORNEY-MANHATTAN   ,SPECIAL OFFICER                                             ,$37203.00, per Annum,2091.42,$35292.58,$1030.25
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$37541.00, per Annum,1684,$32509.88,$74.25
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$500.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$82000.00, per Annum,1831,$81286.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$65000.00, per Annum,1830,$66533.38,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ADMINISTRATIVE PROJECT MANAGER                              ,$122500.00, per Annum,1831,$121960.01,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$95500.00, per Annum,1831,$94714.09,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$65000.00, per Annum,655,$20230.72,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$71500.00, per Annum,655,$21879.76,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,SENIOR ACCOUNTANT INVESTIGATOR                              ,$71074.00, per Annum,1830,$70320.22,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSISTANT                                         ,$32611.00, per Annum,1525.18,$25477.59,$1052.49
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$58781.00, per Annum,235,$4496.90,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$1000.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$149500.00, per Annum,1830,$148329.50,$2490.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$44487.00, per Annum,1830,$42553.31,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COUNTY DETECTIVE                                            ,$51105.00, per Annum,1830,$51672.09,$9193.60
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$52781.00, per Annum,165.95,$7244.21,$8.25
2016,DISTRICT ATTORNEY-MANHATTAN   ,CLERICAL ASSOCIATE                          ,$72028.00, per Annum,1830,$71250.29,$4876.69
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$123500.00, per Annum,1830,$122654.46,$1250.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,SENIOR SECRETARY                                            ,$53169.00, per Annum,1549.58,$47206.36,$789.40
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$1750.00,$0.00
2016,POLICE DEPARTMENT,SERGEANT,$103585.00,per Annum,2091.42,$90639.84,$13749.69
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$12.00, per Hour,297.5,$5742.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$96500.00, per Annum,1562,$81523.05,$1500.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT MEDIA SERVICES TECHNICAN                          ,$38500.00, per Annum,1370.75,$29759.61,$629.21
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$57156.00, per Annum,961.17,$32373.33,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,PRINCIPAL ADMINISTRATIVE ASSOCIATE    ,$71687.00, per Annum,1830,$69867.01,$5537.46
2016,DISTRICT ATTORNEY-MANHATTAN   ,SPECIAL OFFICER                                             ,$31664.00, per Annum,74.28,$1090.07,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$46517.00, per Annum,1821,$45660.22,$817.02
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$62500.00, per Annum,1488,$48615.09,$0.00
